indice_tiempo;salario_minimo_vital_movil_mensual;salario_minimo_vital_movil_diario;salario_minimo_vital_movil_hora
1/8/2022;47850.0;1914.0;239.3
1/9/2022;51200.0;2048.0;256.0
1/10/2022;54550.0;2182.0;272.75
1/11/2022;57900.0;2316.0;289.5
1/12/2022;61953.0;2478.12;309.77
1/1/2023;65427.0;2617.08;327.14
1/2/2023;67743.0;2709.72;338.72
1/3/2023;69500.0;2996.0;374.5
1/4/2023;80342.0;3213.68;401.71
1/5/2023;84512.0;3380.48;422.56
1/6/2023;87987.0;3519.52;439.94
1/7/2023;105500.0;4220.0;527.5
1/8/2023;112500.0;4500.0;562.5
1/9/2023;118000.0;4720.0;590.0
1/10/2023;132000.0;5280.0;660.0
1/11/2023;146000.0;5.839.999.999.999.990;730.0
1/12/2023;156000.0;6.239.999.999.999.990;780.0
1/1/2024;156000.0;6.239.999.999.999.990;780.0
1/2/2024;180000.0;7.199.999.999.999.990;900.0
1/3/2024;202800.0;8.111.999.999.999.990;1014.0
1/4/2024;221052.0;9.247.679.999.999.990;11.559.599.999.999.900
1/5/2024;234315.12;93.726.048;11.715.756
1/6/2024;234315.12;93.726.048;11.715.756
1/7/2024;254231.91;10169.28;1271.16
1/8/2024;262432.93;10497.28;1312.16
1/9/2024;268056.5;10722.24;1340.28
1/10/2024;271571.22;10862.88;1357.86
1/11/2024;271571.22;10862.88;1357.86
1/12/2024;279718.0;11.191.999.999.999.900;1399.0
1/1/2025;286711.0;11.471.999.999.999.900;1434.0
1/2/2025;292446.0;11.695.999.999.999.900;1462.0
1/3/2025;296832.0;11.871.999.999.999.900;1484.0
